LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
STATE,2011,HIMACHAL PRADESH,Rural,1312510,6176050,3110345,3065705,712822,372854,339968,1606535,812072,794463,374392,186896,187496,4471736,2437821,2033915,1704314,672524,1031790,3289384,1836358,1453026,1822109,1247874,574235,914201,510886,403315,66318,44463,21855,27502,20466,7036,814088,672059,142029,1467275,588484,878791,1134381,389068,745313,103961,55338,48623,24696,12012,12684,204237,132066,72171,1001552,404162,597390,751843,246958,504885,79035,43438,35597,17289,9170,8119,153385,104596,48789,465723,184322,281401,382538,142110,240428,24926,11900,13026,7407,2842,4565,50852,27470,23382,2886666,1273987,1612679
STATE,2011,HARYANA,Urban,1813768,8842103,4720728,4121375,1095609,598019,497590,1393506,736362,657144,0,0,0,6440546,3653968,2786578,2401557,1066760,1334797,2913396,2414422,498974,2579478,2188012,391466,70078,61589,8489,83272,70819,12453,112362,95409,16953,2313766,1960195,353571,333918,226410,107508,12126,6301,5825,38905,26522,12383,15925,8924,7001,266962,184663,82299,281085,189484,91601,10139,5389,4750,31691,22047,9644,12722,7171,5551,226533,154877,71656,52833,36926,15907,1987,912,1075,7214,4475,2739,3203,1753,1450,40429,29786,10643,5928707,2306306,3622401
STATE,2011,HARYANA,Rural,3043756,16509359,8774006,7735353,2285112,1245090,1040022,3720109,1973294,1746815,0,0,0,10158442,6140099,4018343,6350917,2633907,3717010,6003112,4392214,1610898,4435805,3672588,763217,1893233,1571194,322039,808001,647625,160376,89013,64257,24756,1645558,1389512,256046,1567307,719626,847681,505364,150038,355326,597955,296275,301680,44980,17943,27037,419008,255370,163638,1229441,579576,649865,374539,106772,267767,472444,245743,226701,35300,14195,21105,347158,212866,134292,337866,140050,197816,130825,43266,87559,125511,50532,74979,9680,3748,5932,71850,42504,29346,10506247,4381792,6124455
STATE,2011,GUJARAT,Urban,5474870,25745083,13692101,12052982,2952359,1593929,1358430,1792874,934224,858650,895326,458698,436628,19672516,11007230,8665286,6072567,2684871,3387696,9197655,7829330,1368325,8487254,7426356,1060898,175619,155789,19830,284565,209287,75278,136108,93908,42200,7890962,6967372,923590,710401,402974,307427,20424,9147,11277,73555,28682,44873,39987,11729,28258,576435,353416,223019,626062,355401,270661,19259,8645,10614,63468,24908,38560,33064,9768,23296,510271,312080,198191,84339,47573,36766,1165,502,663,10087,3774,6313,6923,1961,4962,66164,41336,24828,16547428,5862771,10684657
STATE,2011,GUJARAT,Rural,6773558,34694609,17799159,16895450,4824903,2521455,2303448,2281573,1176107,1105466,8021848,4042691,3979157,21420842,12467643,8953199,13273767,5331516,7942251,15570092,10171584,5398508,11878120,9141339,2736781,4571337,3919258,652079,4207186,2799674,1407512,116105,88193,27912,2983492,2334214,649278,3691972,1030245,2661727,680120,160255,519865,2274109,611948,1662161,51799,16731,35068,685944,241311,444633,3304468,894380,2410088,596183,133743,462440,2048530,536950,1511580,44673,14189,30484,615082,209498,405584,387504,135865,251639,83937,26512,57425,225579,74998,150581,7126,2542,4584,70862,31813,39049,19124517,7627575,11496942
STATE,2011,GOA,Urban,215403,906814,463704,443110,90597,46688,43909,15988,7993,7995,61636,29685,31951,734216,388680,345536,172598,75024,97574,361712,266550,95162,311534,234925,76609,3516,2513,1003,2734,1828,906,6496,4687,1809,298788,225897,72891,50178,31625,18553,1563,861,702,3518,1952,1566,1813,806,1007,43284,28006,15278,41889,26183,15706,1337,747,590,2516,1366,1150,1464,679,785,36572,23391,13181,8289,5442,2847,226,114,112,1002,586,416,349,127,222,6712,4615,2097,545102,197154,347948
STATE,2011,GOA,Rural,128208,551731,275436,276295,54014,27772,26242,9461,4634,4827,87639,43263,44376,431271,227143,204128,120460,48293,72167,215536,152986,62550,164519,122042,42477,20546,12353,8193,8024,4704,3320,4284,3264,1020,131665,101721,29944,51017,30944,20073,5729,3121,2608,12484,6332,6152,2115,1060,1055,30689,20431,10258,38957,24120,14837,4232,2364,1868,8589,4431,4158,1479,817,662,24657,16508,8149,12060,6824,5236,1497,757,740,3895,1901,1994,636,243,393,6032,3923,2109,336195,122450,213745
STATE,2011,DAMAN & DIU,Urban,48212,182851,117906,64945,19496,10295,9201,3957,2043,1914,7746,3928,3818,145317,99114,46203,37534,18792,18742,97968,88572,9396,95000,86483,8517,596,523,73,170,138,32,261,201,60,93973,85621,8352,2968,2089,879,66,31,35,51,31,20,91,19,72,2760,2008,752,2076,1362,714,60,25,35,37,22,15,82,17,65,1897,1298,599,892,727,165,6,6,0,14,9,5,9,2,7,863,710,153,84883,29334,55549
STATE,2011,DAMAN & DIU,Rural,12744,60396,32395,28001,7438,3849,3589,2167,1108,1059,7617,3843,3774,43089,25529,17560,17307,6866,10441,23303,18862,4441,21435,18131,3304,1053,777,276,321,134,187,119,94,25,19942,17126,2816,1868,731,1137,601,161,440,230,59,171,213,18,195,824,493,331,1499,561,938,533,144,389,189,50,139,153,13,140,624,354,270,369,170,199,68,17,51,41,9,32,60,5,55,200,139,61,37093,13533,23560
STATE,2011,DADRA & NAGAR HAVELI,Urban,40364,160595,95455,65140,22391,11964,10427,4890,2568,2322,27620,13795,13825,124088,78471,45617,36507,16984,19523,73038,63490,9548,68088,60886,7202,1657,1388,269,728,446,282,589,457,132,65114,58595,6519,4950,2604,2346,367,148,219,502,115,387,250,107,143,3831,2234,1597,4409,2249,2160,311,129,182,453,103,350,227,99,128,3418,1918,1500,541,355,186,56,19,37,49,12,37,23,8,15,413,316,97,87557,31965,55592
STATE,2011,DADRA & NAGAR HAVELI,Rural,36094,183114,98305,84809,28504,14467,14037,1296,771,525,150944,75049,75895,99142,64050,35092,83972,34255,49717,84123,55803,28320,62211,48239,13972,21050,15098,5952,5456,2673,2783,977,694,283,34728,29774,4954,21912,7564,14348,5090,1662,3428,11113,2219,8894,379,111,268,5330,3572,1758,18506,6115,12391,4431,1333,3098,9310,1742,7568,314,86,228,4451,2954,1497,3406,1449,1957,659,329,330,1803,477,1326,65,25,40,879,618,261,98991,42502,56489
STATE,2011,CHHATTISGARH,Urban,1285156,5937237,3035469,2901768,736748,380349,356399,762320,383179,379141,591820,296057,295763,4370966,2404881,1966085,1566271,630588,935683,2117111,1611608,505503,1876443,1483423,393020,80923,59701,21222,113478,66452,47026,56919,40077,16842,1625123,1317193,307930,240668,128185,112483,22808,9694,13114,83584,34849,48735,8656,4078,4578,125620,79564,46056,194758,104926,89832,17794,7809,9985,69365,29744,39621,6807,3242,3565,100792,64131,36661,45910,23259,22651,5014,1885,3129,14219,5105,9114,1849,836,1013,24828,15433,9395,3820126,1423861,2396265
STATE,2011,CHHATTISGARH,Rural,4365568,19607961,9797426,9810535,2924941,1479586,1445355,2511949,1258559,1253390,7231082,3577134,3653948,11008956,6403012,4605944,8599005,3394414,5204591,10063114,5522258,4540856,6365271,4114031,2251240,2957171,1998073,959098,2392521,1324306,1068215,79777,51647,28130,935802,740005,195797,3697843,1408227,2289616,943894,356557,587337,2502299,918942,1583357,42279,17554,24725,209371,115174,94197,2983202,1151107,1832095,739862,277855,462007,2065242,774024,1291218,32239,13458,18781,145859,85770,60089,714641,257120,457521,204032,78702,125330,437057,144918,292139,10040,4096,5944,63512,29404,34108,9544847,4275168,5269679
STATE,2011,CHANDIGARH,Urban,234033,1026459,563513,462946,115164,61254,53910,194112,103580,90532,0,0,0,785477,452594,332883,240982,110919,130063,391786,317495,74291,374246,306834,67412,1768,1528,240,1258,1053,205,4114,3204,910,367106,301049,66057,17540,10661,6879,353,180,173,261,200,61,568,205,363,16358,10076,6282,14718,8848,5870,338,173,165,230,175,55,413,148,265,13737,8352,5385,2822,1813,1009,15,7,8,31,25,6,155,57,98,2621,1724,897,634673,246018,388655
STATE,2011,CHANDIGARH,Rural,7140,28991,17150,11841,4270,2282,1988,4974,2776,2198,0,0,0,19961,12752,7209,9030,4398,4632,12350,10664,1686,11683,10356,1327,401,378,23,138,113,25,105,74,31,11039,9791,1248,667,308,359,56,28,28,30,9,21,12,4,8,569,267,302,470,209,261,48,23,25,16,8,8,9,3,6,397,175,222,197,99,98,8,5,3,14,1,13,3,1,2,172,92,80,16641,6486,10155
STATE,2011,BIHAR,Urban,2050625,11758016,6204307,5553709,1750263,915568,834695,1223110,641893,581217,65722,33981,31741,7692401,4366193,3326208,4065615,1838114,2227501,3365220,2785504,579716,2635645,2282610,353035,151617,136817,14800,311709,260122,51587,154666,117123,37543,2017653,1768548,249105,729575,502894,226681,36549,24639,11910,202040,136838,65202,63341,34798,28543,427645,306619,121026,625561,435518,190043,31956,21920,10036,167596,117010,50586,49863,28301,21562,376146,268287,107859,104014,67376,36638,4593,2719,1874,34444,19828,14616,13478,6497,6981,51499,38332,13167,8392796,3418803,4973993
STATE,2011,BIHAR,Rural,16862940,92341436,48073850,44267586,17383701,8971671,8412030,15344215,7964360,7379855,1270851,648535,622316,44812152,27241830,17570322,47529284,20832020,26697264,31359767,22436685,8923082,18723966,14988080,3735886,5261564,4551866,709698,9225709,7113170,2112539,624910,371674,253236,3611783,2951370,660413,12635801,7448605,5187196,1746496,1032098,714398,8606191,5060587,3545604,568291,238523,329768,1714823,1117397,597426,10297303,6292958,4004345,1414144,864809,549335,7043924,4299954,2743970,415888,185028,230860,1423347,943167,480180,2338498,1155647,1182851,332352,167289,165063,1562267,760633,801634,152403,53495,98908,291476,174230,117246,60981669,25637165,35344504
STATE,2011,ASSAM,Urban,985594,4398542,2260454,2138088,450807,231899,218908,405560,206650,198910,218966,109679,109287,3492541,1862446,1630095,906001,398008,507993,1601407,1283708,317699,1376108,1154468,221640,31555,27805,3750,17733,14250,3483,36394,24786,11608,1290426,1087627,202799,225299,129240,96059,11165,5736,5429,13538,7787,5751,20711,6741,13970,179885,108976,70909,195111,111309,83802,9938,5112,4826,10942,6361,4581,15927,5160,10767,158304,94676,63628,30188,17931,12257,1227,624,603,2596,1426,1170,4784,1581,3203,21581,14300,7281,2797135,976746,1820389
STATE,2011,ASSAM,Rural,5420877,26807034,13678989,13128045,4187323,2131586,2055737,1825761,938664,887097,3665405,1847326,1818079,15685436,8706193,6979243,11121598,4972796,6148802,10368283,7257852,3110431,7311015,5880174,1430841,3106999,2670579,436420,885561,691056,194505,205677,121780,83897,3112778,2396759,716019,3057268,1377678,1679590,911908,395643,516265,928514,416117,512397,228539,52437,176102,988307,513481,474826,2502119,1140305,1361814,735553,323001,412552,761297,344666,416631,179321,41252,138069,825948,431386,394562,555149,237373,317776,176355,72642,103713,167217,71451,95766,49218,11185,38033,162359,82095,80264,16438751,6421137,10017614
STATE,2011,ARUNACHAL PRADESH,Urban,70367,317369,167901,149468,39899,20383,19516,0,0,0,161975,77765,84210,230103,130478,99625,87266,37423,49843,117342,85483,31859,101333,77180,24153,3483,2083,1400,1483,924,559,1357,843,514,95010,73330,21680,16009,8303,7706,1103,513,590,1130,591,539,972,365,607,12804,6834,5970,14206,7267,6939,936,443,493,902,458,444,839,303,536,11529,6063,5466,1803,1036,767,167,70,97,228,133,95,133,62,71,1275,771,504,200027,82418,117609
STATE,2011,ARUNACHAL PRADESH,Rural,200210,1066358,546011,520347,172289,87241,85048,0,0,0,789846,390625,399221,535902,309390,226512,530456,236621,293835,470315,264790,205525,377388,223929,153459,244637,127925,116712,18776,10997,7779,3371,1929,1442,110604,83078,27526,92927,40861,52066,53500,22342,31158,14782,5865,8917,2665,1011,1654,21980,11643,10337,75099,33075,42024,42899,18050,24849,12046,4639,7407,1775,680,1095,18379,9706,8673,17828,7786,10042,10601,4292,6309,2736,1226,1510,890,331,559,3601,1937,1664,596043,281221,314822
STATE,2011,ANDHRA PRADESH,Urban,6788201,28219075,14198905,14020170,2990780,1545662,1445118,3031745,1495573,1536172,685944,348470,337474,20205695,10855643,9350052,8013380,3343262,4670118,10370599,7687406,2683193,8894410,6874164,2020246,185476,145003,40473,663060,385556,277504,422700,237308,185392,7623174,6106297,1516877,1476189,813242,662947,38158,19525,18633,202077,87600,114477,102881,39359,63522,1133073,666758,466315,1301921,715357,586564,36944,18778,18166,173804,75786,98018,82695,30656,52039,1008478,590137,418341,174268,97885,76383,1214,747,467,28273,11814,16459,20186,8703,11483,124595,76621,47974,17848476,6511499,11336977
STATE,2011,ANDHRA PRADESH,Rural,14234387,56361702,28243241,28118461,6152022,3169288,2982734,10846333,5417474,5428859,5232129,2620892,2611237,30351065,17395600,12955465,26010637,10847641,15162996,29052307,16498189,12554118,24142968,14585917,9557051,5902131,4038316,1863815,12538929,6401648,6137281,741614,312226,429388,4960294,3833727,1126567,4909339,1912272,2997067,365757,154460,211297,3563688,1255218,2308470,171942,54199,117743,807952,448395,359557,4245503,1663176,2582327,311160,129458,181702,3111775,1102677,2009098,138478,43449,95029,684090,387592,296498,663836,249096,414740,54597,25002,29595,451913,152541,299372,33464,10750,22714,123862,60803,63059,27309395,11745052,15564343
STATE,2011,TELANGANA,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2011,TELANGANA,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2011,ANDAMAN & NICOBAR ISLANDS,Urban,36021,143488,76584,66904,14463,7400,7063,0,0,0,1815,894,921,116256,64417,51839,27232,12167,15065,58066,46219,11847,53544,43208,10336,291,252,39,118,99,19,373,252,121,52762,42605,10157,4522,3011,1511,91,47,44,43,31,12,74,37,37,4314,2896,1418,3903,2576,1327,86,44,42,39,29,10,68,33,35,3710,2470,1240,619,435,184,5,3,2,4,2,2,6,4,2,604,426,178,85422,30365,55057
STATE,2011,ANDAMAN & NICOBAR ISLANDS,Rural,58530,237093,126287,110806,26415,13370,13045,0,0,0,26715,13837,12878,178025,99960,78065,59068,26327,32741,94469,74670,19799,72366,60411,11955,12706,10564,2142,2562,2241,321,1017,717,300,56081,46889,9192,22103,14259,7844,3479,1800,1679,2058,1373,685,2263,1256,1007,14303,9830,4473,17196,11280,5916,2778,1530,1248,1575,1092,483,1710,978,732,11133,7680,3453,4907,2979,1928,701,270,431,483,281,202,553,278,275,3170,2150,1020,142624,51617,91007
India,2011,India,Urban,80888766,377106125,195489200,181616925,43192388,22667805,20524583,47527524,24417027,23110497,10461872,5283482,5178390,280844977,153402248,127442729,96261148,42086952,54174196,133145776,105102862,28042914,116697150,95114646,21582504,3103661,2548254,555407,5208571,3615861,1592710,5086908,3369768,1717140,103298010,85580763,17717247,16448626,9988216,6460410,620481,319372,301109,2126811,1194254,932557,1301780,541976,759804,12399554,7932614,4466940,14012437,8545002,5467435,533142,280616,252526,1758384,1005408,752976,1036407,436629,599778,10684504,6822349,3862155,2436189,1443214,992975,87339,38756,48583,368427,188846,179581,265373,105347,160026,1715050,1110265,604785,243960349,90386338,153574011
India,2011,India,Rural,168612897,833748852,427781058,405967794,121322865,63084449,58238416,153850848,79118287,74732561,94083844,47263733,46820111,482793835,281361374,201432461,350955017,146419684,204535333,348743092,226837013,121906079,245868421,178095330,67773091,92838752,70518883,22319869,80960135,51639997,29320138,7245894,4171000,3074894,64823640,51765450,13058190,102874671,48741683,54132988,22245886,9376425,12869461,56038173,26292225,29745948,4703586,1693786,3009800,19887026,11379247,8507779,83052011,40044579,43007432,17314593,7329916,9984677,46105181,22000055,24105126,3548611,1307709,2240902,16083626,9406899,6676727,19822660,8697104,11125556,4931293,2046509,2884784,9932992,4292170,5640822,1154975,386077,768898,3803400,1972348,1831052,485005760,200944045,284061715
DISTRICT,2011,Zunheboto,Urban,4821,27597,14431,13166,3541,1734,1807,0,0,0,24686,12125,12561,22732,12127,10605,4865,2304,2561,9312,6095,3217,7239,5345,1894,385,173,212,180,84,96,153,85,68,6521,5003,1518,2073,750,1323,446,125,321,578,206,372,298,78,220,751,341,410,1847,679,1168,423,118,305,541,192,349,217,64,153,666,305,361,226,71,155,23,7,16,37,14,23,81,14,67,85,36,49,18285,8336,9949
DISTRICT,2011,Zunheboto,Rural,23014,113160,56786,56374,16552,8582,7970,0,0,0,111875,55946,55929,80149,41377,38772,33011,15409,17602,70154,35083,35071,42143,22531,19612,30353,14614,15739,1583,774,809,460,223,237,9747,6920,2827,28011,12552,15459,13539,5923,7616,9614,4379,5235,1114,439,675,3744,1811,1933,11598,4717,6881,5548,2121,3427,3359,1331,2028,541,185,356,2150,1080,1070,16413,7835,8578,7991,3802,4189,6255,3048,3207,573,254,319,1594,731,863,43006,21703,21303
DISTRICT,2011,Yavatmal,Urban,131384,598153,304817,293336,64879,34270,30609,78718,39548,39170,40305,20240,20065,486539,256299,230240,111614,48518,63096,202677,159318,43359,183545,146852,36693,8001,7133,868,25818,16754,9064,4169,2894,1275,145557,120071,25486,19132,12466,6666,566,383,183,4489,2120,2369,828,347,481,13249,9616,3633,16519,10924,5595,531,368,163,4024,1930,2094,645,275,370,11319,8351,2968,2613,1542,1071,35,15,20,465,190,275,183,72,111,1930,1265,665,395476,145499,249977
DISTRICT,2011,Yavatmal,Rural,515502,2174195,1115148,1059047,265301,137512,127789,249800,127461,122339,473752,240656,233096,1536035,859681,676354,638160,255467,382693,1153322,656157,497165,1011555,596850,414705,302817,196813,106004,607327,320229,287098,10277,6764,3513,91134,73044,18090,141767,59307,82460,22120,9144,12976,102084,39880,62204,2625,1196,1429,14938,9087,5851,123772,51633,72139,18501,7580,10921,90899,35570,55329,1907,869,1038,12465,7614,4851,17995,7674,10321,3619,1564,2055,11185,4310,6875,718,327,391,2473,1473,1000,1020873,458991,561882
DISTRICT,2011,Yanam,Urban,13812,55626,27301,28325,6204,3230,2974,8427,4100,4327,0,0,0,39274,19919,19355,16352,7382,8970,16760,14047,2713,15373,13233,2140,283,277,6,2956,2501,455,118,88,30,12016,10367,1649,1387,814,573,8,4,4,368,167,201,28,10,18,983,633,350,1171,701,470,6,3,3,323,151,172,22,8,14,820,539,281,216,113,103,2,1,1,45,16,29,6,2,4,163,94,69,38866,13254,25612
DISTRICT,2011,Yanam,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISTRICT,2011,Yamunanagar,Urban,98771,472829,252761,220068,52885,29013,23872,73230,38948,34282,0,0,0,354644,197960,156684,118185,54801,63384,153908,133971,19937,141556,125302,16254,2252,2159,93,3404,3183,221,6703,5899,804,129197,114061,15136,12352,8669,3683,164,107,57,666,515,151,608,361,247,10914,7686,3228,10442,7211,3231,148,94,54,515,410,105,482,279,203,9297,6428,2869,1910,1458,452,16,13,3,151,105,46,126,82,44,1617,1258,359,318921,118790,200131
DISTRICT,2011,Yamunanagar,Rural,136652,741376,393957,347419,93904,51380,42524,233513,124252,109261,0,0,0,477813,276833,200980,263563,117124,146439,235325,208372,26953,197468,181742,15726,56604,54360,2244,50639,47131,3508,3689,2979,710,86536,77272,9264,37857,26630,11227,2496,1698,798,18542,13828,4714,1287,601,686,15532,10503,5029,30254,21909,8345,1967,1376,591,14616,11341,3275,976,480,496,12695,8712,3983,7603,4721,2882,529,322,207,3926,2487,1439,311,121,190,2837,1791,1046,506051,185585,320466
